FirstName,LastName,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
Kasey,Pineda,8-Mar-19,8-Feb-21,Production Technician I,Kenneth Wilkinson,CCDR,Active,Part-Time,Zone C,Full-Time,Retirement,Truth hope she after.,Production       ,Field Operations,24-12-1994,MA,Laborer,Female,38677,Black,Single,Fully Meets,2,3165,17-06-2023,1,5,5,28-Aug-22,Leadership Development,External,Failed,Johnstonchester,Carly Jacobs,4,972.9
Jacquelyn,Williams,1-Dec-19,,Production Technician I,Julia Poole,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Con,14-06-1951,MA,Flagger,Female,2109,Other,Married,Fully Meets,5,2973,9/12/2022,1,3,3,13-Jul-23,Technical Skills,Internal,Failed,Fullershire,Charles Jones,5,458.81
Jonathan,Adkins,29-Feb-20,,Area Sales Manager,John Marshall,CCDR,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Field Operations,3/1/1967,TX,Foreman,Male,64350,Asian,Married,Fully Meets,4,3471,30-04-2023,2,4,1,23-Mar-23,Customer Service,External,Passed,West Jonathan,Frank Joyce,3,109.98
Chaim,Chase,31-Jul-22,18-Feb-23,Production Technician II,David Goodman,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Walk call activity onto seven about.,Production       ,General - Con,27-06-1993,MA,Laborer,Female,5569,Black,Married,Fully Meets,1,3716,19-11-2022,5,3,3,7-Mar-23,Project Management,Internal,Incomplete,East Michellemouth,Christopher Carroll,4,959.78
Kadence,Gentry,1-Apr-21,14-Aug-22,Sr. Network Engineer,Michael Norton,CCDR,Active,Contract,Zone B,Temporary,Retirement,Though upon remember later.,IT/IS,Wireline Construction,19-11-1981,MA,Foreman,Male,47635,Hispanic,Widowed,Fully Meets,3,1339,2/12/2022,1,3,2,24-Nov-22,Customer Service,Internal,Incomplete,Taylorhaven,Dana Adams,3,754.47
Ronald,Lamb,25-Nov-19,24-Feb-23,Software Engineer,Mitchell Oliver,MSC,Active,Contract,Zone C,Temporary,Retirement,Radio fight consumer senior traditional himself.,Software Engineering,Aerial,24-03-1988,MA,Lineman,Male,87866,Asian,Single,Fully Meets,1,2510,10/9/2022,2,2,2,22-Aug-22,Customer Service,Internal,Completed,Huynhburgh,Lisa Williams,2,580.84
Layla,Gutierrez,6-Apr-19,15-Aug-20,Production Technician I,Edward Peterson,BPC,Active,Contract,Zone B,Temporary,Voluntary,Perform question beyond article.,Production       ,Engineers,10/7/1956,MA,Engineer,Male,76007,Hispanic,Divorced,Fully Meets,3,1787,23-02-2023,2,5,3,31-Aug-22,Project Management,Internal,Passed,South Michaelstad,Steven Villa,2,756.7
Roland,Berg,31-Jul-20,27-Sep-22,Production Technician II,Kathleen Bowen,CCDR,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Voluntary,Different down happen near impact.,Production       ,Aerial,9/10/1943,MA,Lineman,Male,25557,White,Single,Fully Meets,4,3322,27-11-2022,2,5,4,11-May-23,Communication Skills,External,Failed,South Davidtown,Dr. Derek Shaffer,5,371.76
Kadin,Mcdowell,5-Jul-22,3-Jan-23,Production Technician II,Kevin Davis,PYZ,Active,Full-Time,Zone C,Part-Time,Voluntary,Left she before though finally.,Production       ,Wireline Construction,10/8/1953,MA,Laborer,Female,51064,White,Single,Fully Meets,1,3030,5/12/2022,2,2,5,24-Dec-22,Technical Skills,Internal,Passed,Port Codyburgh,Miranda Kennedy,2,287.34
Greta,Fields,6-Nov-18,26-Dec-19,Area Sales Manager,Alyssa Gutierrez,EW,Active,Part-Time,Zone B,Temporary,Involuntary,Within amount each onto hair. Single hope threat.,IT/IS,Field Operations,7/1/1957,MA,Foreman,Male,63435,Hispanic,Married,Fully Meets,3,1653,2/12/2022,2,4,5,24-Jul-23,Technical Skills,External,Incomplete,Jasonport,Tammy Gaines,1,886.01
Elliana,Villanueva,29-Apr-22,16-Jul-22,Production Technician I,Ryan Downs,BPC,Voluntarily Terminated,Full-Time,Zone A,Temporary,Retirement,Everyone chair white situation result.,Production       ,Wireline Construction,30-08-1972,MA,Laborer,Male,46742,Asian,Married,Fully Meets,3,3723,18-06-2023,2,1,4,6-Sep-22,Communication Skills,Internal,Completed,Hesterville,Isabel Little,1,457.17
Taniyah,Mcmillan,10-Jul-23,,Senior BI Developer,Eric Mcclain,CCDR,Active,Part-Time,Zone C,Part-Time,Unk,,Admin Offices,Aerial,7/9/1947,MA,Laborer,Male,35842,Black,Single,Fully Meets,3,1668,1/10/2022,2,1,3,23-Jun-23,Customer Service,External,Failed,Lake Melanie,Jocelyn Lee,5,673.27
Madeline,Bernard,18-Jul-19,,Production Technician II,Timothy Johnston,PYZ,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Project Management - Con,29-07-1991,MA,Administration,Male,96784,White,Married,Exceeds,3,1432,13-10-2022,4,3,4,6-Aug-22,Communication Skills,Internal,Completed,Patelstad,Crystal Baldwin,4,894.75
Hadley,Benson,13-Nov-19,,Production Technician II,Sean Jones,NEL,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,9/9/1987,MA,Laborer,Female,36134,Asian,Widowed,Fully Meets,3,2092,24-07-2023,1,2,3,13-Mar-23,Communication Skills,External,Completed,Smithchester,Brian Odom,5,246.13
Kaylyn,Patrick,14-Nov-20,1-Nov-21,Production Technician I,Christine Foster,BPC,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Resignation,Sure trip sound action.,Production       ,Isp,30-01-1968,MA,Manager,Female,38596,White,Widowed,Fully Meets,3,1173,16-06-2023,5,5,2,9-Feb-23,Customer Service,Internal,Passed,Brownington,Penny Stevenson,4,901.42
Mina,Bryant,8-Sep-20,17-Oct-21,Production Technician II,Angela Griffin MD,PL,Active,Contract,Zone A,Part-Time,Retirement,Take nice into true side job.,Production       ,Field Operations,15-11-1944,MA,Laborer,Female,4862,Black,Married,Fully Meets,4,3278,14-10-2022,1,4,4,15-Mar-23,Leadership Development,Internal,Failed,Tonyachester,Angela Murphy,3,855.9
Dalton,Frazier,25-May-21,22-Oct-21,Production Technician II,Claudia White,MSC,Voluntarily Terminated,Contract,Zone C,Temporary,Voluntary,Save east phone arrive floor maybe.,Production       ,Field Operations,15-09-1946,MA,Driver,Female,52357,Other,Married,Fully Meets,4,3718,5/10/2022,1,1,3,2-May-23,Communication Skills,Internal,Completed,Washingtonshire,Tracy Valenzuela,2,325.7
Jazlene,Mcdaniel,17-Aug-19,25-Oct-19,Production Manager,Melissa Greene,NEL,Active,Contract,Zone A,Part-Time,Retirement,Decision example see low someone. Ball week that.,Production       ,Wireline Construction,30-12-1979,MA,Laborer,Female,59862,Black,Single,Fully Meets,3,1208,18-08-2022,5,1,5,20-Sep-22,Leadership Development,Internal,Passed,Josephside,Sean Jones,3,492.39
Hayley,Keller,17-Mar-21,8-Sep-22,BI Director,Megan Hart,SVG,Active,Part-Time,Zone A,Full-Time,Retirement,Maintain which memory born.,IT/IS,Field Operations,11/2/1989,MA,Technician,Female,30960,Asian,Divorced,Fully Meets,2,2571,19-06-2023,3,3,5,15-Aug-22,Technical Skills,Internal,Failed,Jimmymouth,Darren Harrell,2,919.95
Kayden,Soto,16-Feb-21,,Production Technician I,Samantha Pugh,EW,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Project Management - Eng,2/5/1985,MA,Planner,Female,27488,Other,Married,Fully Meets,4,3749,1/4/2023,1,3,3,28-Sep-22,Technical Skills,External,Passed,Ryanburgh,Rebekah Campbell,4,742.98
Ryker,Cox,7-Apr-19,9-Jul-23,Production Technician I,Stephanie Patterson,SVG,Active,Contract,Zone B,Part-Time,Voluntary,Child write help growth home.,Production       ,Aerial,21-08-1955,MA,Lineman,Male,36808,Asian,Widowed,Fully Meets,1,3725,17-05-2023,4,3,3,23-May-23,Customer Service,External,Failed,Garcialand,Carrie Stanton,3,135.18
Jamarcus,Thomas,30-May-21,,BI Developer,Nancy Cruz,PL,Active,Contract,Zone A,Part-Time,Unk,,IT/IS,Field Operations,29-09-1947,MA,Technician,Male,55738,Black,Divorced,Fully Meets,3,1725,9/4/2023,2,4,5,16-Jan-23,Customer Service,External,Completed,Cynthiaview,James Mccormick,1,743.28
Victoria,Franco,28-Nov-18,,Production Technician I,Natalie Cannon,WBL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Wireless,9/9/1997,MA,Laborer,Male,15586,White,Married,Fully Meets,2,3621,23-06-2023,2,3,2,15-Jul-23,Leadership Development,External,Passed,Lake Teresa,Frank Perry,3,879.89
Weston,Preston,11-Feb-19,,Area Sales Manager,Crystal Wallace,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,General - Sga,10/7/1991,TX,Director,Female,37965,Hispanic,Divorced,Fully Meets,2,3490,12/10/2022,5,3,2,19-Jul-23,Technical Skills,Internal,Failed,Lake Robertberg,Samantha Williams,3,389.59
Anita,Shepard,11-Aug-18,21-May-21,Network Engineer,George Tran,EW,Active,Contract,Zone C,Full-Time,Voluntary,Pattern son memory power citizen personal unit.,IT/IS,General - Con,29-09-1976,MA,Foreman,Female,1773,Other,Divorced,Fully Meets,3,3820,26-07-2023,1,3,4,19-Aug-22,Project Management,External,Incomplete,Matthewmouth,Dawn Dunn,2,333.8
Meadow,Avery,27-Sep-21,5-Feb-23,Production Technician I,Andrew Perez,MSC,Voluntarily Terminated,Full-Time,Zone C,Part-Time,Retirement,Leader above room hand collection imagine.,Production       ,Field Operations,1/11/1987,MA,Laborer,Female,76772,White,Married,Fully Meets,3,1154,9/6/2023,1,3,2,12-Aug-22,Customer Service,Internal,Incomplete,West Sandra,Danielle Decker,3,338.48
Araceli,Mcguire,4-Feb-23,24-Jun-23,Production Technician I,Eric Vincent,SVG,Active,Part-Time,Zone B,Part-Time,Resignation,Food shake indicate cost happen up president.,Production       ,Catv,7/3/1949,MA,Laborer,Female,71663,Hispanic,Married,Fully Meets,3,2010,17-02-2023,4,4,4,22-Aug-22,Communication Skills,Internal,Passed,Andrewview,Kristen Rogers,2,601.66
Jene'ya,Darson,14-Apr-21,,Production Technician I,Robert Joseph,NEL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Aerial,29-12-1968,MA,Supervisor,Female,2110,White,Widowed,Fully Meets,3,1974,17-01-2023,4,1,3,8-Oct-22,Project Management,Internal,Incomplete,Port Billy,Jean Lee,2,677.45
Eden,Levy,6-Dec-21,,Production Technician I,Brianna Butler,NEL,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,20-11-1946,MA,Laborer,Male,87984,Other,Widowed,Fully Meets,1,2852,2/2/2023,2,1,2,23-Jun-23,Communication Skills,Internal,Incomplete,Brownbury,Austin Moss,3,820.39
Prater,Jeremy,28-Apr-19,,Area Sales Manager,Tyler Lewis,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,General - Con,21-11-1989,NV,Lineman,Male,89139,Asian,Widowed,Exceeds,4,3441,30-10-2022,4,2,5,8-Jan-23,Project Management,Internal,Passed,Carrollside,Robert Kane,4,450.2
Sammy,Walter,18-Feb-22,,Production Technician I,Tiffany Smith,BPC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,10/5/1953,MA,Engineer,Male,14098,Other,Married,Fully Meets,4,2994,16-12-2022,5,5,3,14-Dec-22,Project Management,External,Incomplete,New Brandiport,Sabrina Delgado,1,936.24
Liam,Figueroa,22-May-19,,Production Technician I,Michael Ortiz,EW,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Fielders,4/8/1974,MA,Engineer,Female,42458,Black,Single,Fully Meets,3,2027,15-06-2023,3,1,3,8-Aug-22,Technical Skills,External,Incomplete,New Audrey,Mariah Jones,5,664.12
Leyla,Davila,2-Dec-21,25-Apr-22,Production Technician II,Deborah Clark,WBL,Active,Full-Time,Zone C,Part-Time,Involuntary,From through each buy.,Production       ,Splicing,5/3/1986,MA,Splicer,Male,4704,White,Married,Fully Meets,3,1517,22-01-2023,4,5,3,12-Jan-23,Customer Service,External,Passed,Parkerland,Nicholas Wallace,3,615.84
Isaias,Pineda,14-Sep-19,,BI Developer,Ebony Shepard,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,IT/IS,Wireline Construction,19-02-1986,MA,Groundman,Female,95322,Hispanic,Single,Fully Meets,5,2538,2/10/2022,5,4,5,6-Apr-23,Leadership Development,External,Passed,West Christina,Keith Dean,3,418.25
Stephanie,Briggs,23-Feb-19,,Production Technician I,Scott Davis,MSC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,7/5/1965,MA,Laborer,Male,81819,Other,Widowed,Fully Meets,5,3630,19-10-2022,5,3,2,24-Sep-22,Technical Skills,Internal,Failed,Hillland,Johnathan Rodriguez,5,507.58
Jett,York,3-Sep-20,,Production Technician II,Nancy Newman,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Con,18-06-1979,MA,Foreman,Female,60312,White,Single,Fully Meets,4,2845,14-11-2022,3,4,2,6-Feb-23,Customer Service,External,Completed,South Lori,Pamela Myers,2,764.22
Constance,Sloan,20-May-21,,Production Technician II,Sean Marsh,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,15-11-1946,MA,Laborer,Female,1851,Asian,Widowed,Needs Improvement,4,3579,27-04-2023,5,3,3,27-Apr-23,Communication Skills,External,Failed,South Jillian,Amber Wright,2,199.82
Braylen,Cruz,24-Oct-20,11-Apr-23,Production Technician I,Pamela Carter,NEL,Voluntarily Terminated,Part-Time,Zone A,Full-Time,Resignation,Room that ahead sound work short right.,Production       ,Engineers,6/2/1961,MA,Engineer,Male,24046,White,Married,Fully Meets,3,3328,19-05-2023,2,5,4,26-Nov-22,Technical Skills,Internal,Failed,South Christopher,John Faulkner,1,391.22
Tara,Hoover,31-Mar-22,14-Jun-22,Production Technician I,Daniel Banks,PL,Active,Full-Time,Zone A,Temporary,Resignation,Treatment itself various campaign.,Production       ,Field Operations,10/11/1979,MA,Laborer,Male,67173,Hispanic,Widowed,Fully Meets,3,1786,3/6/2023,4,2,1,23-Apr-23,Communication Skills,External,Completed,South Heather,Casey Armstrong,2,942.28
Jason,Munoz,12-Dec-20,,Production Technician I,Richard Graves,PL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-04-1950,MA,Laborer,Female,75258,White,Widowed,Fully Meets,3,1199,27-06-2023,3,3,3,28-Nov-22,Leadership Development,External,Passed,Claytonstad,Christopher Owen,2,663.19
Josie,Melton,7-Jun-20,9-Jul-22,Production Technician I,Scott Stone,WBL,Active,Full-Time,Zone B,Temporary,Resignation,Figure kind agent send even west.,Production       ,Fielders,12/5/1943,MA,Engineer,Male,86764,Black,Married,Fully Meets,1,3105,31-10-2022,2,1,2,30-Aug-22,Technical Skills,External,Failed,Hillville,Tammy Thomas,3,805.93
Campbell,Doyle,8-Dec-22,,Production Technician II,Paula Ross,SVG,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Executive,26-02-1970,MA,Director,Male,76607,White,Divorced,Exceeds,3,1428,4/6/2023,3,5,2,30-Aug-22,Technical Skills,Internal,Failed,South Crystal,Dr. Jennifer Jones,5,956.11
Autumn,Barrera,24-Sep-20,,Production Technician II,David Moore,TNS,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Shop (Fleet),4/3/1948,MA,Shop,Male,66792,Hispanic,Married,Fully Meets,3,1145,24-10-2022,3,3,4,15-Nov-22,Technical Skills,Internal,Incomplete,North Madelineville,Teresa Lee,2,401.53
Nolan,Perez,22-Aug-19,25-Mar-22,Software Engineer,Joshua Daniels,EW,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Involuntary,Under follow guess lot minute able history face.,Software Engineering,Finance & Accounting,17-11-1982,MA,Administrative,Female,46407,Other,Widowed,Fully Meets,3,1039,3/12/2022,2,4,5,24-Jan-23,Customer Service,External,Passed,East Williamport,Heather Silva,5,520.41
Elyse,Pratt,23-Aug-22,,Production Technician I,Brianna Blanchard,MSC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Yard (Material Handling),28-04-1965,MA,Laborer,Female,82774,Black,Divorced,Fully Meets,3,1269,19-09-2022,1,2,4,23-Dec-22,Customer Service,External,Passed,Lake Kevin,Tommy Wilson,4,813.9
Amya,Vega,20-May-19,30-Aug-20,Production Technician II,Alexa Smith,SVG,Active,Part-Time,Zone B,Temporary,Involuntary,Name social full approach. Position want win.,Production       ,Project Management - Con,1/8/1977,MA,Field Project Manager,Female,13727,White,Married,Exceeds,2,3693,9/4/2023,3,1,1,24-Jan-23,Project Management,External,Completed,Martineztown,Corey Morales,1,861.5
Thomas,Chandler,17-Sep-18,9-Jan-19,Area Sales Manager,Richard Hodges,WBL,Active,Full-Time,Zone C,Temporary,Resignation,Read family dark scene scene guess.,Sales,Wireline Construction,10/10/1957,KY,Groundman,Female,45149,Hispanic,Married,Fully Meets,2,3478,29-11-2022,3,4,1,5-Oct-22,Technical Skills,External,Incomplete,Port Matthew,Daniel Solomon,1,526.74
Matthew,Westinghouse,30-Aug-21,22-Mar-22,BI Developer,Cynthia Goodwin,TNS,Active,Contract,Zone A,Part-Time,Retirement,Television represent skill police.,IT/IS,Aerial,21-01-1942,MA,Director,Male,2134,Asian,Single,Needs Improvement,3,1622,29-04-2023,1,5,5,17-Dec-22,Communication Skills,Internal,Passed,Port Jonathanburgh,Jason Martinez,4,344.06
Mattie,Peters,24-May-23,21-Jul-23,BI Developer,Melanie Campbell,MSC,Active,Full-Time,Zone B,Part-Time,Retirement,Soon color sit call certainly.,IT/IS,General - Con,15-06-1987,MA,Foreman,Male,3758,Asian,Widowed,Fully Meets,3,1697,15-10-2022,1,5,2,14-Oct-22,Leadership Development,External,Passed,South Mistychester,Sierra Bishop,4,503.3
Callum,Blair,9-Jan-23,14-Mar-23,Production Technician I,Kayla Shelton,MSC,Active,Contract,Zone B,Temporary,Involuntary,Talk beyond year seven.,Production       ,Field Operations,12/9/1990,MA,Supervisor,Female,36065,Black,Single,Fully Meets,3,1918,1/10/2022,3,5,5,3-Aug-23,Communication Skills,Internal,Incomplete,South Thomas,Gary Rocha,2,226.7
Cayden,Maynard,17-Nov-21,,Production Technician I,Alexander Parker,CCDR,Active,Contract,Zone C,Temporary,Unk,,Production       ,Project Management - Con,1/10/1997,MA,Engineer,Female,9141,White,Widowed,Fully Meets,3,2009,27-02-2023,5,2,2,20-Jan-23,Customer Service,Internal,Incomplete,Nicoleside,Gary Johnson,1,319.94
Randall,Pearson,3-Feb-23,29-May-23,Data Analyst,Peggy Mccoy,MSC,Voluntarily Terminated,Contract,Zone C,Full-Time,Involuntary,Discuss budget Mrs line whom television.,IT/IS,Aerial,29-10-1943,MA,Foreman,Male,2747,Hispanic,Married,Fully Meets,3,3948,10/3/2023,4,4,2,2-Apr-23,Leadership Development,External,Passed,East Wesleyport,William Rios,5,350.68
Jenna,Cochran,20-Aug-20,,Production Technician II,Angel Rhodes,TNS,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Splicing,11/9/1998,MA,Splicer,Female,12265,Asian,Married,Exceeds,5,2121,29-01-2023,4,1,3,31-Dec-22,Project Management,Internal,Passed,Kimberlyberg,Sara Johnson,2,459.39
Morgan,Roth,8-Mar-23,,Production Technician I,Brittany Rios,MSC,Active,Part-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-02-1957,MA,Foreman,Male,54485,Black,Married,Fully Meets,5,3090,15-01-2023,3,2,4,24-Nov-22,Technical Skills,Internal,Incomplete,Port Davidview,Lucas Larson,4,284.29
Raphael,Whitney,23-Jul-23,1-Aug-23,Production Technician I,Richard Cox,CCDR,Active,Full-Time,Zone B,Full-Time,Voluntary,Foreign friend policy green.,Production       ,Fielders,11/7/1947,MA,Engineer,Female,97410,Asian,Single,Fully Meets,1,3175,3/2/2023,5,4,1,22-May-23,Technical Skills,External,Failed,Lake Donaldtown,Michael Brown,4,686.77
Payten,Harvey,25-Jun-22,,Network Engineer,Timothy Waters,EW,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,21-02-1976,MA,Technician,Male,85605,Asian,Single,Fully Meets,1,2348,12/10/2022,4,4,2,13-Apr-23,Technical Skills,Internal,Passed,West Kathleen,Chase Carter,1,927.52
Callum,Mcdaniel,3-Jan-20,24-Aug-20,Area Sales Manager,Samuel Moore,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2,3529,15-07-2023,2,3,4,4-Sep-22,Project Management,Internal,Incomplete,South Andretown,Julie Hoffman,1,515.56
Sierra,Macias,16-Nov-21,26-Aug-22,Production Manager,Miss Haley Duke DVM,MSC,Active,Contract,Zone C,Part-Time,Retirement,Food ball huge out simply according.,Production       ,General - Con,13-11-1975,MA,Technician,Female,35632,White,Married,Fully Meets,3,1122,4/12/2022,2,1,2,21-Jan-23,Communication Skills,Internal,Passed,Allentown,Jessica Hodges,3,444.4
Rick,Stoica,26-Aug-18,,Production Technician I,Mrs. Megan Booker,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Aerial,4/5/1989,MA,Lineman,Male,2301,White,Divorced,Fully Meets,2,2759,6/11/2022,3,1,3,30-Jun-23,Project Management,Internal,Incomplete,Port William,Cathy Velazquez,1,662.8
Khalil,Guzman,26-Feb-22,,Production Technician I,Melissa Wheeler DDS,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,15-11-1965,MA,Engineer,Female,81158,White,Widowed,Exceeds,4,3151,24-02-2023,3,3,1,6-Oct-22,Project Management,Internal,Passed,Smithberg,David Hoffman,2,978.88
